Line	Spkr	StTime	Content	EnTime
1180	LES_se0_ag2_f_01	1229.4918	And at the time, he was actually staying with us too. And I remember them coming home one day	1232.8767
1181	LES_se0_ag2_f_01	1232.8767	(pause 0.69)	1233.5709
1182	LES_se0_ag2_f_01	1233.5709	and he's a- he was a foster kid and	1235.3446
1183	LES_se0_ag2_f_01	1235.3446	(pause 0.62)	1235.9632
1184	LES_se0_ag2_f_01	1235.9632	displaced out of his community, and my [mother-] My mother used to also take everybody in too.	1239.6197
1185	LES_int_01	1237.5728	[Yeah.]	1237.8267
1186	LES_se0_ag2_f_01	1239.7997	[I hated that.]	1240.4627
1187	LES_int_01	1239.7997	[Yeah. <laugh>]	1241.5207
1188	LES_se0_ag2_f_01	1240.7349	[I hated that.]	1241.5207
1189	LES_se0_ag2_f_01	1241.9191	I- I learned, like I have to share spaces with people	1244.4684
1190	LES_se0_ag2_f_01	1244.4684	(pause 0.29)	1244.7625
1191	LES_se0_ag2_f_01	1244.7625	I would be on my- I would come in the morning and all these different people woul- are on the floor, living in my house. My cousins.	1249.7307
1192	LES_int_01	1249.7263	[<laugh>]	1250.6439
1193	LES_se0_ag2_f_01	1250.0731	[Next door] neighbors.	1251.1839
1194	LES_int_01	1251.2673	[<laugh>]	1252.0999
1195	LES_se0_ag2_f_01	1251.7662	[You know.] So, that's how it touched me too.	1253.5794
1196	LES_int_01	1253.6585	Yeah.	1253.9746
1197	LES_se0_ag2_f_01	1253.9746	So, like, my brother, he came home beat up a couple of times.	1256.3936
1198	LES_se0_ag2_f_01	1256.7843	Uh,	1257.5862
1199	LES_se0_ag2_f_01	1257.5862	(pause 0.21)	1257.7926
1200	LES_se0_ag2_f_01	1257.7926	my cousins	1258.6926
1201	LES_se0_ag2_f_01	1258.6926	(pause 0.18)	1258.8682
1202	LES_se0_ag2_f_01	1258.8682	got into some stuff.	1259.9943
1203	LES_se0_ag2_f_01	1259.9943	(pause 0.11)	1260.0997
1204	LES_se0_ag2_f_01	1260.0997	My father,	1260.6836
1205	LES_se0_ag2_f_01	1260.6836	(pause 0.22)	1260.8987
1206	LES_se0_ag2_f_01	1260.8987	he's addicted to [drugs.]	1262.0446
1207	LES_int_01	1261.8514	[Yeah.]	1262.4309
1208	LES_se0_ag2_f_01	1262.4309	So, what does that mean? Like	1263.7919
1209	LES_se0_ag2_f_01	1264.3231	um, the people that are, um,	1265.9991
1210	LES_se0_ag2_f_01	1265.9991	(pause 0.79)	1266.7894
1211	LES_se0_ag2_f_01	1266.7894	that were around me sometimes weren't-	1268.4752
1212	LES_se0_ag2_f_01	1268.4752	(pause 0.98)	1269.4537
1213	LES_se0_ag2_f_01	1269.4537	could do some foul behavior, you know, [like, nasty] people, like	1272.1054
1214	LES_int_01	1270.9335	[Yeah.]	1271.5394
1215	LES_se0_ag2_f_01	1272.2986	My mother, one day,	1273.0449
1216	LES_se0_ag2_f_01	1273.0449	(pause 0.25)	1273.2996
1217	LES_se0_ag2_f_01	1273.2996	I remember, this junkie lady kissed me,	1275.0513
1218	LES_se0_ag2_f_01	1275.0513	(pause 0.38)	1275.4277
1219	LES_se0_ag2_f_01	1275.4277	and my mother makes a big deal out of it. She's like, oh your daughters are so cute.	1278.4438
1220	LES_se0_ag2_f_01	1278.4438	(pause 0.14)	1278.5887
1221	LES_se0_ag2_f_01	1278.5887	Come here!	1279.1419
1222	LES_se0_ag2_f_01	1279.1419	(pause 0.21)	1279.3526
1223	LES_se0_ag2_f_01	1279.3526	And my mother used to tell me, never let anybody kiss us, like she was strict with everything.	1282.2908
1224	LES_int_01	1282.2908	Yeah.	1282.7722
1225	LES_se0_ag2_f_01	1282.7722	And this lady was like	1283.5376
1226	LES_se0_ag2_f_01	1283.9871	and she kissed me, and my mother, she literally went crazy.	1287.1349
1227	LES_se0_ag2_f_01	1287.1349	(pause 0.88)	1288.0173
1228	LES_se0_ag2_f_01	1288.0173	Oh my gosh! [You never kiss my daughter!]	1290.7366
1229	LES_int_01	1289.1857	[<laugh>]	1291.6267
1230	LES_se0_ag2_f_01	1291.2722	[We don't know where] her lips were, my mother washed [my face, she would check me- took] me to the doctor to get my skin checked, it was a big thing.	1297.8098
1231	LES_int_01	1293.2873	[Oh.]	1294.8327
1232	LES_int_01	1297.8098	Yeah.	1298.1391
1233	LES_se0_ag2_f_01	1298.1391	But, it was like, no. No. Don't touch my children. I don't want none of the- [these things]	1301.2392
1234	LES_int_01	1300.7217	[Okay.]	1301.2392
1235	LES_se0_ag2_f_01	1301.7046	touching them. My brother got beat up.	1303.0848
1236	LES_se0_ag2_f_01	1303.0848	(pause 0.28)	1303.3646
1237	LES_se0_ag2_f_01	1303.3646	My other brother-	1304.3298
1238	LES_se0_ag2_f_01	1304.3298	(pause 0.28)	1304.6142
1239	LES_se0_ag2_f_01	1304.6142	<ts> I- I once had a gun pulled out on me.	1306.3756
1240	LES_se0_ag2_f_01	1306.3756	(pause 0.29)	1306.6694
1241	LES_se0_ag2_f_01	1306.6694	But, it was like	1307.5647
1242	LES_se0_ag2_f_01	1307.5647	(pause 0.95)	1308.5113
1243	LES_se0_ag2_f_01	1308.5113	if I think about it, it was this guy, his name is /RD-NAME-1/.	1310.7075
1244	LES_se0_ag2_f_01	1310.7075	(pause 0.29)	1311.0012
1245	LES_se0_ag2_f_01	1311.0012	And I was ta- he was tryna talk to one of my little friends.	1313.3942
1246	LES_se0_ag2_f_01	1313.3942	(pause 0.09)	1313.4828
1247	LES_se0_ag2_f_01	1313.4828	And he's my brother's age.	1314.6205
1248	LES_int_01	1314.6951	Yeah.	1315.1101
1249	LES_se0_ag2_f_01	1315.3869	He's tryna talk to my little friend.	1316.7019
1250	LES_int_01	1316.8184	Yeah.	1317.1355
1251	LES_se0_ag2_f_01	1317.1355	And I was like, I'm- was almost a little- like really like	1319.4907
1252	LES_se0_ag2_f_01	1319.7454	outspoken. I still am, but you know.	1321.6612
1253	LES_int_01	1321.6612	[No. <laugh>]	1324.0451
1254	LES_se0_ag2_f_01	1322.0607	[I know, right.]	1322.6095
1255	LES_se0_ag2_f_01	1322.6095	(pause 0.41)	1323.0222
1256	LES_se0_ag2_f_01	1323.0222	[I was more like, what?]	1323.9617
1257	LES_se0_ag2_f_01	1324.2075	And I said to him, but t- should've minded my business, I said	1326.3193
1258	LES_se0_ag2_f_01	1326.3193	(pause 0.65)	1326.9734
1259	LES_se0_ag2_f_01	1326.9734	That's a little girl you're messing with. You don't got enough girls your age? What you doing with that little girl? That's nasty.	1332.2752
1260	LES_se0_ag2_f_01	1332.2752	(pause 0.56)	1332.8366
1261	LES_se0_ag2_f_01	1332.8366	And	1333.4600
1262	LES_se0_ag2_f_01	1333.4600	(pause 0.11)	1333.5742
1263	LES_se0_ag2_f_01	1333.5742	we were still young. He was probably was sixteen, or	1336.0772
1264	LES_se0_ag2_f_01	1336.0772	(pause 0.34)	1336.4196
1265	LES_se0_ag2_f_01	1336.4196	fifteen at the time. He was still a young kid, we were all still little kids, but [he had a] gun.	1340.3034
1266	LES_int_01	1339.4824	[Yeah.]	1339.8931
1267	LES_se0_ag2_f_01	1341.0717	He had a gun.	1341.6731
1268	LES_int_01	1341.8092	Yeah.	1342.1253
1269	LES_se0_ag2_f_01	1342.1253	And he [came up to me,]	1343.0484
1270	LES_int_01	1342.6174	[And he-] he pulled it?	1343.9879
1271	LES_se0_ag2_f_01	1343.9879	He pulled it out on me. He was like you need to open u- you need to shut your mouth up	1347.0435
1272	LES_se0_ag2_f_01	1347.4365	or I'll take care of you-	1348.6696
1273	LES_se0_ag2_f_01	1348.6696	(pause 0.11)	1348.7749
1274	LES_se0_ag2_f_01	1348.7749	I'll take care of you and your- and go- and he said, I'll take care of you, he says, and get your brother.	1352.4057
1275	LES_se0_ag2_f_01	1352.4057	(pause 0.61)	1353.0203
1276	LES_se0_ag2_f_01	1353.0203	And that's when I realize, like	1354.3462
1277	LES_se0_ag2_f_01	1354.3462	(pause 1.05)	1355.3955
1278	LES_se0_ag2_f_01	1355.3955	that's just like	1356.1067
1279	LES_se0_ag2_f_01	1356.1067	(pause 0.45)	1356.5589
1280	LES_se0_ag2_f_01	1356.5589	that's a condition in my community	1358.1482
1281	LES_int_01	1358.2711	[Yeah.]	1358.8375
1282	LES_se0_ag2_f_01	1358.5038	[and my brother]	1359.4609
1283	LES_se0_ag2_f_01	1359.7945	I realize I need to never do that again. Never open my mouth and put my family at risk, cause here it is, my brother	1364.8647
1284	LES_int_01	1365.0340	[Right].	1365.4816
1285	LES_se0_ag2_f_01	1365.1552	[He wasn't] a drug dealer.	1366.2697
1286	LES_se0_ag2_f_01	1366.4981	My brother was a basketball player. And that's what made him cool. He could dunk,	1369.4056
1287	LES_int_01	1369.6713	[Yeah.]	1369.9138
1288	LES_se0_ag2_f_01	1369.7086	[he was] fast, and that's why everybody respected him. That's where he got his respect. [Not from selling] drugs or anything like that,	1374.7778
1289	LES_int_01	1373.0672	[Yeah.]	1373.5335
1290	LES_se0_ag2_f_01	1375.0343	and that's what his- that's what his thing was, like	1376.7922
1291	LES_int_01	1376.9027	[Yeah.]	1377.3337
1292	LES_se0_ag2_f_01	1377.0626	[Man] and I'll shoot your punk ass brother too. And what	1379.3790
1293	LES_se0_ag2_f_01	1379.9246	And it made me realize, man the community I was in, there's fifteen year-olds with guns.	1383.5236
1294	LES_se0_ag2_f_01	1383.5236	(pause 0.44)	1383.9665
1295	LES_se0_ag2_f_01	1383.9665	And	1384.4375
1296	LES_int_01	1384.4375	Yeah.	1384.9504
1297	LES_se0_ag2_f_01	1385.0483	you know, my brother could-	1386.2866
1298	LES_se0_ag2_f_01	1386.2866	(pause 0.14)	1386.4218
1299	LES_se0_ag2_f_01	1386.4218	could a- could potentially be	1387.9279
1300	LES_se0_ag2_f_01	1387.9279	(pause 0.42)	1388.3511
1301	LES_se0_ag2_f_01	1388.3511	you know, could have gotten killed because of that.	1390.0825
1302	LES_int_01	1390.4649	Yeah.	1390.8799
1303	LES_se0_ag2_f_01	1390.9591	You know, [so.]	1391.7938
1304	LES_int_01	1391.4954	[Yeah.]	1391.9104
1305	LES_se0_ag2_f_01	1392.8243	And then that's	1393.2180
1306	LES_se0_ag2_f_01	1393.2180	(pause 0.10)	1393.3159
1307	LES_se0_ag2_f_01	1393.3159	I mean, not even counting all the little hood fights that happened [but]	1395.8209
1308	LES_int_01	1395.6627	[<laugh>]	1397.0942
1309	LES_se0_ag2_f_01	1396.0401	[nothing crazy. Nothing] like	1397.7144
1310	LES_se0_ag2_f_01	1398.2413	really crazy actually	1399.5787
1311	LES_se0_ag2_f_01	1399.5787	(pause 0.55)	1400.1289
1312	LES_se0_ag2_f_01	1400.1289	directly affected me until later on, when I came back to the neighborhood from college.	1404.2249
1313	LES_int_01	1404.4580	Okay, so you went away?	1405.6611
1314	LES_se0_ag2_f_01	1405.7730	Yeah, I went away.	1406.4118
1315	LES_int_01	1406.5800	Okay.	1406.9250
1316	LES_int_01	1406.9250	(pause 0.91)	1407.8390
1317	LES_int_01	1407.8390	Um.	1408.8368
1318	LES_int_01	1408.8368	(pause 0.28)	1409.1166
1319	LES_int_01	1409.1166	<ts>	1409.2378
1320	LES_int_01	1409.2378	(pause 0.35)	1409.5836
1321	LES_int_01	1409.5836	And then, I mean, what was different when you came back?	1411.8374
1322	LES_se0_ag2_f_01	1412.4914	<ts>	1412.6277
1323	LES_se0_ag2_f_01	1412.6277	(pause 0.81)	1413.4393
1324	LES_se0_ag2_f_01	1413.4393	Man.	1414.1434
1325	LES_se0_ag2_f_01	1414.1434	(pause 0.97)	1415.1133
1326	LES_se0_ag2_f_01	1415.1133	Everything.	1415.7848
1327	LES_se0_ag2_f_01	1415.7848	(pause 5.79)	1421.5749
1328	LES_se0_ag2_f_01	1421.5749	Everything.	1422.2511
1329	LES_int_01	1422.2697	[What?]	1422.7127
1330	LES_se0_ag2_f_01	1422.4236	[And]	1422.7127
1331	LES_se0_ag2_f_01	1422.8432	I- it was more like, [you know how]	1424.3074
1332	LES_int_01	1423.5707	[What was it?]	1424.3074
1333	LES_se0_ag2_f_01	1425.3461	you know, if you look at this painting, right.	1426.7962
1334	LES_se0_ag2_f_01	1426.7962	(pause 0.26)	1427.0574
1335	LES_se0_ag2_f_01	1427.0574	[This painting] that's sitting there and you're staring really close to it, you could admire all the detail of everything, [and all the] colors.	1432.0153
1336	LES_int_01	1427.0574	[Mm-hm.]	1427.5535
1337	LES_int_01	1427.5535	(pause 3.54)	1431.0927
1338	LES_int_01	1431.0927	[Yeah.]	1431.4470
1339	LES_se0_ag2_f_01	1432.6961	And it just took a while for me to really step back and see what was happening in my neighborhood.	1436.7993
1340	LES_int_01	1436.9812	Yeah.	1437.3729
1341	LES_se0_ag2_f_01	1437.3729	You know, and then see the whole full picture.	1439.1467
1342	LES_int_01	1439.3006	[Yeah.]	1439.7342
1343	LES_se0_ag2_f_01	1439.5104	[So, it] looked very beautiful	1440.7600
1344	LES_se0_ag2_f_01	1441.1647	at-	1441.3652
1345	LES_se0_ag2_f_01	1441.3652	(pause 0.19)	1441.5564
1346	LES_se0_ag2_f_01	1441.5564	at the time.	1442.1766
1347	LES_int_01	1442.1766	Yeah.	1442.5776
1348	LES_se0_ag2_f_01	1442.8853	And when you say revitalize, like these- I ca- I put them in like- I've been doing these- when I do workshops, I'm like, let's put down some new	1448.3990
1349	LES_se0_ag2_f_01	1448.3990	(pause 0.62)	1449.0199
1350	LES_se0_ag2_f_01	1449.0199	bad curse words, like revitalize.	1451.4845
1351	LES_se0_ag2_f_01	1451.4845	(pause 0.36)	1451.8482
1352	LES_se0_ag2_f_01	1451.8482	Like	1452.2632
1353	LES_se0_ag2_f_01	1452.2632	(pause 0.26)	1452.5243
1354	LES_se0_ag2_f_01	1452.5243	deconcentrate	1453.6291
1355	LES_int_01	1453.6823	[<laugh>]	1454.1252
1356	LES_se0_ag2_f_01	1454.0301	[like,]	1454.7528
1357	LES_se0_ag2_f_01	1455.0419	these are these new	1456.2962
1358	LES_int_01	1456.4892	[Yeah.]	1456.9275
1359	LES_se0_ag2_f_01	1456.5638	[bad] words.	1457.6529
1360	LES_se0_ag2_f_01	1457.9653	Tha- we didn't ne- we never knew what-	1459.4201
1361	LES_se0_ag2_f_01	1459.4201	(pause 0.17)	1459.5880
1362	LES_se0_ag2_f_01	1459.5880	would hurt us.	1460.4320
1363	LES_int_01	1460.4973	[Yeah.]	1460.9496
1364	LES_se0_ag2_f_01	1460.5299	[Revitalize] our community? That [sounds great.]	1462.7888
1365	LES_int_01	1462.2496	[Sound- sounds] pretty [good.]	1463.6018
1366	LES_se0_ag2_f_01	1463.3034	[Sounds] pretty good.	1464.3945
1367	LES_int_01	1464.3945	Yeah.	1464.8468
1368	LES_se0_ag2_f_01	1464.8468	But, no. It's not gonna always be	1466.7667
1369	LES_se0_ag2_f_01	1467.4102	you know, a- positive things that are coming out of that.	1469.2987
1370	LES_int_01	1469.4712	[Right.]	1469.7743
1371	LES_se0_ag2_f_01	1469.6344	[And] when- when I first- when I've	1471.0100
1372	LES_se0_ag2_f_01	1471.4145	when I w-	1472.0114
1373	LES_se0_ag2_f_01	1472.0114	(pause 1.70)	1473.7133
1374	LES_se0_ag2_f_01	1473.7133	I remember like	1474.3055
1375	LES_se0_ag2_f_01	1474.3055	(pause 0.72)	1475.0236
1376	LES_se0_ag2_f_01	1475.0236	programs were thriving	1476.3199
1377	LES_int_01	1476.5064	Yeah.	1476.8654
1378	LES_se0_ag2_f_01	1477.2793	<ts> and I remember	1478.2632
1379	LES_se0_ag2_f_01	1478.2632	(pause 0.26)	1478.5196
1380	LES_se0_ag2_f_01	1478.5196	uh. Kids were /very/ involved and- and- and-	1481.6997
1381	LES_se0_ag2_f_01	1481.6997	(pause 0.48)	1482.1847
1382	LES_se0_ag2_f_01	1482.1847	and I noticed too, like this is um,	1484.0618
1383	LES_se0_ag2_f_01	1484.0618	(pause 0.29)	1484.3509
1384	LES_se0_ag2_f_01	1484.3509	simultaneously, funding stopped-	1485.5400
1385	LES_se0_ag2_f_01	1485.5400	(pause 0.16)	1485.7032
1386	LES_se0_ag2_f_01	1485.7032	started getting cut from um, programs	1487.7455
1387	LES_se0_ag2_f_01	1487.7455	(pause 0.13)	1487.8714
1388	LES_se0_ag2_f_01	1487.8714	locally.	1488.2930
1389	LES_int_01	1488.3862	Okay.	1488.7360
1390	LES_se0_ag2_f_01	1488.7919	This is like maybe like. Yeah, like	1490.4662
1391	LES_se0_ag2_f_01	1490.4662	(pause 0.90)	1491.3661
1392	LES_se0_ag2_f_01	1491.3661	almost like twenty years ago.	1492.6624
1393	LES_int_01	1492.8209	Okay.	1493.1007
1394	LES_se0_ag2_f_01	1493.1007	When Giuliani and /unintelligible/ and [Pataki]	1495.9752
1395	LES_int_01	1495.6721	[Yeah.]	1496.4181
1396	LES_se0_ag2_f_01	1496.2596	[They] started cutting [programs.]	1497.6771
1397	LES_int_01	1497.3507	[Yeah.] Yeah. [Yeah.]	1498.3066
1398	LES_se0_ag2_f_01	1498.1061	[Tremendously.]	1498.9546
1399	LES_int_01	1499.0665	Yeah.	1499.4256
1400	LES_se0_ag2_f_01	1499.4256	In the neighborhoods.	1500.3581
1401	LES_int_01	1500.3581	Yeah.	1500.7638
1402	LES_se0_ag2_f_01	1500.8431	And	1501.2534
1403	LES_se0_ag2_f_01	1501.2534	(pause 0.93)	1502.1847
1404	LES_se0_ag2_f_01	1502.1847	that affected	1503.0179
1405	LES_se0_ag2_f_01	1503.0179	(pause 0.23)	1503.2528
1406	LES_se0_ag2_f_01	1503.2528	a lot. I used to coach basketball.	1504.8615
1407	LES_int_01	1505.1584	Okay.	1505.5484
1408	LES_se0_ag2_f_01	1505.7124	I was one of those l- that's another thing that's a memory	1507.5773
1409	LES_se0_ag2_f_01	1507.5773	(pause 0.35)	1507.9229
1410	LES_se0_ag2_f_01	1507.9229	when I was a little girl, I was this tomboy	1509.5583
1411	LES_se0_ag2_f_01	1509.5583	(pause 0.32)	1509.8818
1412	LES_se0_ag2_f_01	1509.8818	and	1510.4136
1413	LES_se0_ag2_f_01	1510.4136	(pause 0.21)	1510.6219
1414	LES_se0_ag2_f_01	1510.6219	they was like- I used to always come, and they was like, you know what,	1512.6029
1415	LES_se0_ag2_f_01	1512.6029	(pause 0.26)	1512.8645
1416	LES_se0_ag2_f_01	1512.8645	if you want little girls- Cause I kept on saying, I want little girls, they say, you know what? You want little girls,	1516.2592
1417	LES_se0_ag2_f_01	1516.2592	(pause 0.13)	1516.3877
1418	LES_se0_ag2_f_01	1516.3877	go get 'em.	1516.9284
1419	LES_se0_ag2_f_01	1516.9284	(pause 1.06)	1517.9920
1420	LES_se0_ag2_f_01	1517.9920	And I said	1518.4441
1421	LES_se0_ag2_f_01	1518.4441	(pause 0.23)	1518.6701
1422	LES_se0_ag2_f_01	1518.6701	oh.	1519.0335
1423	LES_se0_ag2_f_01	1519.0335	(pause 0.20)	1519.2295
1424	LES_se0_ag2_f_01	1519.2295	And then if I get little girls, we could have a team?	1521.0687
1425	LES_se0_ag2_f_01	1521.0687	(pause 0.43)	1521.4942
1426	LES_se0_ag2_f_01	1521.4942	He said, yeah.	1522.0683
1427	LES_int_01	1522.8129	Oh.	1523.1585
1428	LES_se0_ag2_f_01	1523.1585	So, I'm like, no problem.	1524.1246
1429	LES_se0_ag2_f_01	1524.5324	Me and I could tell you right, my homegirl, /RD-NAME-2/, we still talk to this day, we still work together	1528.3274
1430	LES_se0_ag2_f_01	1528.3274	(pause 0.15)	1528.4781
1431	LES_se0_ag2_f_01	1528.4781	actually. Like, she works	1529.5064
1432	LES_se0_ag2_f_01	1529.5064	(pause 0.48)	1529.9850
1433	LES_se0_ag2_f_01	1529.9850	with youths, and I work here, but we actually bridged those gaps. She has her youth come and organize with us and do	1534.7946
1434	LES_int_01	1532.7496	[Yeah.]	1533.2194
1435	LES_se0_ag2_f_01	1535.0693	organize with public housing, but both of us went and we	1537.6575
1436	LES_se0_ag2_f_01	1537.6575	(pause 0.53)	1538.1893
1437	LES_se0_ag2_f_01	1538.1893	did recruiting	1538.9081
1438	LES_se0_ag2_f_01	1538.9081	(pause 0.37)	1539.2803
1439	LES_se0_ag2_f_01	1539.2803	for- for youth. For girls, and we came up with all of these little girls	1542.0986
1440	LES_int_01	1542.0986	Yeah.	1542.4842
1441	LES_se0_ag2_f_01	1542.4975	they were none of our- none of the- our age.	1544.3943
1442	LES_se0_ag2_f_01	1544.3943	(pause 0.51)	1544.9092
1443	LES_se0_ag2_f_01	1544.9092	[So, we] wind up becoming junior coaches, and we started our own little program.	1548.1513
1444	LES_int_01	1544.9092	[Yeah.]	1545.1796
1445	LES_se0_ag2_f_01	1548.3064	This was- just is- very [true.]	1549.7866
1446	LES_int_01	1549.5248	[How] old were you?	1550.5799
1447	LES_se0_ag2_f_01	1550.6153	Literally, I was like probably like fourteen, fifteen.	1553.1265
1448	LES_int_01	1553.1886	Oh. That's [so cool.]	1554.7707
1449	LES_se0_ag2_f_01	1554.1104	[Fourteen, fifteen.]	1555.1341
1450	LES_se0_ag2_f_01	1555.3557	And [we had a team.]	1556.3611
1451	LES_int_01	1555.4614	[Yeah.]	1555.8559
1452	LES_se0_ag2_f_01	1556.7112	And we had practices. [And we had] the gym on certain hours, for [certain hours] for certain days. [We did it.]	1561.3220
1453	LES_int_01	1557.8201	[<laugh>]	1558.1791
1454	LES_int_01	1558.1791	(pause 1.43)	1559.6096
1455	LES_int_01	1559.6096	[Yeah.]	1560.0665
1456	LES_int_01	1560.0665	(pause 0.81)	1560.8727
1457	LES_int_01	1560.8727	[Yeah.]	1561.1651
1458	LES_se0_ag2_f_01	1561.7785	We did it.	1562.2749
1459	LES_se0_ag2_f_01	1562.2749	(pause 0.34)	1562.6161
1460	LES_se0_ag2_f_01	1562.6161	But, I used- so I used to coach basketball.	1564.4462
1461	LES_se0_ag2_f_01	1564.4462	(pause 0.32)	1564.7640
1462	LES_se0_ag2_f_01	1564.7640	And one of the- a lot of little girls that we coached	1566.8381
1463	LES_se0_ag2_f_01	1566.8381	(pause 0.33)	1567.1705
1464	LES_se0_ag2_f_01	1567.1705	they pregnant now.	1567.9549
1465	LES_se0_ag2_f_01	1567.9549	(pause 0.45)	1568.4063
1466	LES_se0_ag2_f_01	1568.4063	They have babies and	1569.4744
1467	LES_se0_ag2_f_01	1569.4744	(pause 0.81)	1570.2854
1468	LES_se0_ag2_f_01	1570.2854	And- and I- I mean, I'm not trying to say that that was the end all be all of the programs, but [they didn't] have no- anywhere to go. When we cut that program there was really nothing for those kids to do.	1578.6939
1469	LES_int_01	1574.4085	[Yeah.]	1574.8162
1470	LES_int_01	1578.8047	Yeah.	1579.2524
1471	LES_se0_ag2_f_01	1579.6867	And uh- [so I] came back and now a lot of them are	1582.3336
1472	LES_int_01	1580.7717	[Yeah.]	1581.0154
1473	LES_se0_ag2_f_01	1582.4134	pregnant and	1583.2155
1474	LES_se0_ag2_f_01	1583.2155	(pause 0.36)	1583.5789
1475	LES_se0_ag2_f_01	1583.5789	addicted to [drugs and.]	1584.8406
1476	LES_int_01	1584.4411	[Right.]	1584.8229
1477	LES_int_01	1584.9159	Right. [Go i- go for it. No, don't worry about it.]	1586.6177
1478	LES_se0_ag2_f_01	1585.3104	[Oh sorry. Let me]	1586.2410
1479	LES_se0_ag2_f_01	1586.2410	(pause 0.13)	1586.3696
1480	LES_se0_ag2_f_01	1586.3696	[turn this] off.	1586.8792
1481	LES_int_01	1586.8792	Don't worry. I can pause it too. Don't worry about it.	1588.4436
